Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDQ22,OUT018,449.47483316635066
FDR60,OUT049,1223.498548609195
FDC50,OUT019,307.91162891252134
FDV24,OUT013,2410.1747138251535
DRF48,OUT010,198.65301913743792
FDQ47,OUT046,654.686935821202
DRN36,OUT049,1596.0202649587172
NCY06,OUT035,2353.563714080779
FDE52,OUT035,1688.267742441968
NCB54,OUT045,1780.159658170156
NCF31,OUT035,2568.308452017398
FDJ08,OUT027,5463.210578336211
NCC07,OUT017,1755.6823688269023
NCD19,OUT027,1078.2181390868982
FDL46,OUT049,2059.9079897810957
FDM20,OUT045,4675.788261248964
NCI06,OUT010,620.8151659875598
DRM11,OUT035,5095.152600227071
NCH07,OUT018,2497.7309401605744
FDS23,OUT013,2299.9546682561054
FDO49,OUT018,444.28271842728736
FDS35,OUT049,1148.2957292858782
DRK39,OUT045,1136.063102719899
DRI39,OUT049,944.3729552994084
FDV04,OUT017,1930.56530844296
NCN14,OUT035,2903.082932080951
FDH08,OUT013,3786.876865234396
FDS20,OUT046,3249.6548989634607
FDV40,OUT049,1168.423208206319
FDZ48,OUT010,229.0684172813833
FDS24,OUT027,2091.5902149287754
FDK44,OUT049,2715.7938479009863
FDS48,OUT045,2487.864214801012
FDK26,OUT010,667.4433073150221
FDD23,OUT045,3465.6739445584153
NCH54,OUT017,2628.078352534825
NCP14,OUT010,280.2234461712201
FDM60,OUT010,56.710309905744
FDV24,OUT017,2292.176446745953
FDH08,OUT018,3184.720601013045
FDS12,OUT027,3212.435738625409
FDR39,OUT027,5573.289250091158
FDP12,OUT027,1118.8212981766433
DRF60,OUT027,6690.706714273726
FDC09,OUT035,1784.1244059356084
FDF50,OUT018,3182.9601713147504
FDG28,OUT035,3872.9300839812004
NCE19,OUT017,1009.5585158822942
NCM53,OUT010,188.52697899188888
NCN18,OUT049,1733.7407432615828
FDF32,OUT035,3367.017233546026
FDF11,OUT013,3593.5478241912515
DRI59,OUT049,4182.302903474218
NCG54,OUT035,2920.586806352057
FDM44,OUT046,1581.6941507754927
FDT57,OUT018,2305.8879732859345
FDV24,OUT046,2469.409082107775
FDI50,OUT019,919.9308559174729
FDS09,OUT035,815.0618668897316
NCC31,OUT027,3588.922289127264
FDQ07,OUT019,127.57486418430562
FDC22,OUT017,3173.969298830746
FDZ56,OUT046,2639.2996279375075
FDZ40,OUT019,28.145730967444706
FDS46,OUT027,3218.1138584066157
DRD24,OUT045,2025.4667190686437
FDV45,OUT017,3467.449044292912
FDL26,OUT045,2555.14615270314
FDA56,OUT018,1710.5743864125598
FDN27,OUT046,1453.7832436823664
FDM20,OUT049,4771.91762434708
FDO16,OUT017,1695.716302254993
FDL03,OUT035,3313.2069192323015
FDE58,OUT046,1782.381679442243
FDI02,OUT027,3052.337727959527
NCC55,OUT019,8.911994709179908
FDR03,OUT018,3188.508366563694
FDB14,OUT017,1686.262639157806
FDR45,OUT013,4393.268149054151
NCN07,OUT017,2151.2586332599385
FDM51,OUT019,140.1637668279334
FDT52,OUT027,6139.798603509133
FDL26,OUT046,2470.9032945353542
NCZ42,OUT046,3701.4640184602245
DRI47,OUT019,586.2303356434384
FDW40,OUT013,2310.6650108316185
FDN34,OUT046,3412.7206720714757
FDS01,OUT035,3219.97202005653
NCG55,OUT045,1828.008335147952
FDC11,OUT035,1178.6138895943413
FDX35,OUT018,3206.1727192334115
NCB06,OUT046,2510.6409443306297
FDR09,OUT019,0.0
FDC53,OUT017,1520.0575877758806
FDY45,OUT013,3904.541003726805
FDA22,OUT010,552.6169190957287
FDE02,OUT035,1645.547946712804
FDW21,OUT045,1710.2326978738442
FDV34,OUT046,1150.736657195307
FDS59,OUT049,1891.135878482251
NCW17,OUT017,2262.5188087647584
NCK54,OUT046,1864.401763329825
FDG17,OUT019,607.9767851817455
FDG35,OUT017,3278.4623411894736
FDD08,OUT010,0.0
NCO07,OUT017,4291.071784485074
FDJ10,OUT010,263.03867821622794
FDW36,OUT017,1560.337462876077
FDW21,OUT010,355.9199541790888
FDY19,OUT017,2061.1530474272313
DRE03,OUT013,664.6091401457072
NCC55,OUT049,694.8291202675643
FDH52,OUT010,52.09435529167695
FDO09,OUT017,4571.649643463008
FDU43,OUT045,3860.3496181433184
FDX09,OUT010,355.9847558700794
FDH40,OUT019,219.71608676341657
FDW58,OUT017,1886.151083038375
FDC47,OUT017,4803.494709484491
NCR41,OUT035,1830.6152419631458
DRG49,OUT035,4870.671825198062
FDC52,OUT027,3907.8563341329823
FDY13,OUT046,1225.5459013317932
FDY35,OUT013,758.7629469183466
FDI35,OUT017,3957.326395533796
NCU18,OUT049,2319.3120079073265
FDY33,OUT018,2811.9415591726606
FDC15,OUT027,3496.7569749704594
FDU01,OUT049,3255.2589729847327
NCU42,OUT046,2926.9038743841547
NCV29,OUT018,2019.7664424148006
NCY30,OUT017,3173.17149607228
FDQ46,OUT049,2005.3331522605686
FDG58,OUT027,3532.594509471647
FDK33,OUT017,4174.986643955694
NCD07,OUT045,1675.4695416814288
NCX29,OUT027,3755.33642946888
NCT42,OUT013,2108.3618682721435
DRN59,OUT035,759.447379123063
FDI44,OUT035,1155.6281785039832
FDA45,OUT049,2041.4282479770477
FDP31,OUT045,771.4685055222958
FDY01,OUT046,1830.024027574037
FDT09,OUT018,1908.2053128625244
DRH03,OUT027,2473.9710549732263
FDA36,OUT018,2399.4612252538723
NCF31,OUT017,2253.8091178226623
FDG14,OUT049,2512.3310367519075
FDG28,OUT027,6224.0089189930795
FDU14,OUT049,4284.513993041843
FDY47,OUT019,322.43926791566105
FDI56,OUT049,1587.006247261274
DRD01,OUT013,847.150543066708
FDM22,OUT046,1134.4234039234436
FDH33,OUT013,834.194900834889
DRZ24,OUT013,1910.7616073206352
NCQ38,OUT046,1539.5132064963775
FDO16,OUT027,1753.740293249923
FDU07,OUT027,3720.299471236583
NCB07,OUT013,2970.9770056462153
FDU48,OUT045,1941.5358031631267
NCM43,OUT045,2684.4655860313387
FDR31,OUT010,552.3587837642053
DRK49,OUT018,343.66373818398256
NCI30,OUT010,189.16304542596208
DRD60,OUT017,3460.1626074488813
NCG19,OUT046,3142.977632485704
FDH12,OUT035,1752.9917660638703
FDM32,OUT035,1696.7732342515742
FDM27,OUT035,2613.920692290021
NCU53,OUT027,3654.92223715159
NCQ18,OUT046,1640.8581525371465
FDS10,OUT013,2489.5246810401422
FDB33,OUT027,4707.351620006755
FDI12,OUT013,1420.5809788627112
NCW42,OUT013,3493.563547708616
NCC06,OUT018,1890.723705687893
FDW02,OUT017,2651.0457698460004
NCD43,OUT017,1718.6960146539473
FDM57,OUT018,887.0566570538404
FDA58,OUT017,3480.1173822536057
FDK56,OUT046,3064.294113816478
FDP52,OUT045,3948.7612426817313
FDW20,OUT018,1785.9255502921858
FDS52,OUT049,1530.6379856807744
NCT29,OUT018,1636.3848526821062
NCL54,OUT013,3094.626624664624
FDC05,OUT045,2665.9378217159274
FDF34,OUT035,2868.938756422713
FDP03,OUT027,3224.85608961083
FDD32,OUT010,121.93858765792402
FDZ10,OUT045,2287.720639673144
FDZ40,OUT035,948.3193176201419
FDD51,OUT018,536.5189334394299
NCY30,OUT019,136.14896100408419
FDP58,OUT017,3265.4223499208656
FDV49,OUT017,4676.693668707858
FDY24,OUT019,160.32893729026932
NCO55,OUT017,1649.6414513721843
FDR13,OUT017,1993.8063449137312
FDS51,OUT017,1022.4062391617936
FDP26,OUT045,1481.5037781145552
NCB54,OUT027,3344.6058011916634
FDF32,OUT017,3425.2409625294617
FDN31,OUT018,2546.7622264618026
DRM48,OUT017,729.9893470177024
FDN20,OUT049,2787.893134099855
DRL01,OUT046,3243.861099433778
FDV56,OUT049,1644.959319433638
DRH13,OUT027,2801.569445875491
FDA03,OUT017,2294.60915063421
FDF47,OUT027,7104.38298000044
FDX32,OUT046,2287.657956392935
FDX57,OUT049,1681.7192164964517
NCA30,OUT045,2833.4312648359482
FDO49,OUT013,546.8499318156898
FDL04,OUT019,225.82030018792125
DRM48,OUT035,591.1312312395723
FDR16,OUT013,3447.1449216444144
NCC19,OUT018,2778.4648309720847
NCE42,OUT045,2399.350762833184
FDY24,OUT017,1057.0161983165467
FDH19,OUT049,2749.744904615499
FDJ46,OUT013,2586.36779691936
FDN45,OUT010,44.18605890080926
FDY08,OUT035,2224.197803799465
FDZ37,OUT035,1486.3288948856357
NCT30,OUT045,855.0051952573724
DRY23,OUT018,432.09490117369273
NCZ30,OUT018,1910.6178101418175
FDC44,OUT018,1567.930497675373
FDB45,OUT035,1562.1580232899832
FDY04,OUT013,2473.763032084017
FDM27,OUT046,2656.959630711395
FDZ43,OUT017,4092.1707051717294
FDT39,OUT019,315.2428272250511
NCC06,OUT019,401.8250412470745
FDL15,OUT027,4210.085504786158
FDL57,OUT017,5413.014474183017
FDU08,OUT046,1506.6943860160063
FDK40,OUT017,3842.7921443825126
FDQ12,OUT010,640.3498278546822
FDS48,OUT017,2557.8169918887756
FDP09,OUT045,3900.822696117401
FDW21,OUT049,1502.4167223267405
FDY25,OUT035,3720.3300058428026
DRE13,OUT017,1453.9411254040403
FDV43,OUT019,0.0
FDD22,OUT045,1623.4193640641265
FDM46,OUT019,211.00655438731565
NCO30,OUT010,366.60436892442794
FDM25,OUT046,2698.0638867136836
NCN41,OUT049,2123.5929328540246
FDU24,OUT045,1607.5385088223686
FDZ50,OUT046,3057.6702316950596
FDP45,OUT013,3903.6712000767416
NCM54,OUT045,1981.8647784535328
FDW10,OUT019,119.77108054727478
FDP20,OUT017,2001.9278223653948
FDK32,OUT046,2435.757799437968
FDN52,OUT049,1282.1166851499697
FDM58,OUT045,2100.2060523513287
FDZ46,OUT027,2873.277715626673
NCA18,OUT018,1559.3391211178832
FDD35,OUT046,2075.9033432969795
NCK31,OUT035,892.7096419847289
FDI40,OUT027,2694.1922383983456
FDT50,OUT019,114.05989194053927
NCT06,OUT046,2576.8213545597846
FDT31,OUT035,2950.0627151353847
FDT45,OUT049,762.8127952503501
FDT13,OUT045,3180.9492053976946
FDO50,OUT045,1582.457165509998
NCU18,OUT010,400.23275769948555
NCR54,OUT049,3321.570900396504
NCO18,OUT018,2845.2680695618487
FDU09,OUT045,890.9519249245539
FDT13,OUT018,2533.8038589367698
FDE09,OUT046,1761.1183600681607
NCK53,OUT019,194.50613136180755
FDG45,OUT049,3673.405864199133
DRH15,OUT035,721.1855112664612
FDO21,OUT019,297.5213494051022
FDD14,OUT027,5299.771255938438
FDC09,OUT046,1652.8003042085875
FDH45,OUT027,1151.9340593157483
FDV32,OUT046,1206.0654214053106
FDG12,OUT035,1944.2089622704852
FDS32,OUT013,2150.1951658201065
NCL55,OUT018,3226.08669999794
DRE01,OUT035,4610.619055592902
DRE15,OUT049,1253.3283472442238
NCL42,OUT045,4115.367366488933
FDP31,OUT013,1008.0825793183253
FDN33,OUT018,1357.1246053482323
FDZ59,OUT046,2770.375154792343
FDE45,OUT010,408.90331574448965
FDJ07,OUT013,1689.4056099661532
FDQ45,OUT018,2574.30321238439
FDM33,OUT027,5635.600345361565
FDO15,OUT010,0.0
FDM46,OUT013,1634.8367532286393
FDR03,OUT045,3456.7968097329262
FDY49,OUT018,2089.602033516921
FDQ60,OUT045,1946.942805745678
FDW10,OUT049,2247.4024131151277
FDO51,OUT049,721.2838801379112
FDJ40,OUT018,1513.1321351993015
FDS20,OUT018,2689.381122541466
FDU45,OUT013,2074.513268742357
FDV02,OUT035,2882.6270261896207
FDN09,OUT046,3727.2867533541857
NCM55,OUT027,5201.711775670108
FDN23,OUT018,2339.7254562289545
FDY31,OUT010,458.8690399563982
FDW03,OUT010,342.20124313449537
FDD14,OUT046,2703.7716834666708
FDV23,OUT017,2007.1420328737697
DRI03,OUT045,2730.0116585214205
FDN13,OUT035,1296.3131631593687
FDF45,OUT027,1944.6049824434406
FDU46,OUT035,1449.970094114483
FDB57,OUT049,3328.4525458335656
FDV12,OUT049,1819.7426702116327
FDQ58,OUT013,2101.7380052675308
NCA18,OUT017,1771.3039378696424
FDH52,OUT049,1027.7673436965224
FDM24,OUT018,2113.242916917611
NCP43,OUT027,4862.810767608254
NCO18,OUT019,328.5465513574725
FDM32,OUT017,1564.6500810571044
NCL07,OUT017,529.0030097976985
FDK03,OUT013,4449.137350049645
FDP59,OUT017,1429.0857611795818
FDQ24,OUT049,4836.075891978839
FDQ16,OUT018,1647.5033613799164
FDU44,OUT013,2457.8253889947537
FDH28,OUT010,81.59905053590273
FDV28,OUT019,0.0
FDM22,OUT045,847.5893865356575
FDR56,OUT046,2954.524902405028
FDV39,OUT049,3190.997532100605
FDU37,OUT019,334.5819172559318
FDQ11,OUT010,471.67298010279023
FDX02,OUT045,3764.657812163294
NCS42,OUT018,1337.833517010832
FDY57,OUT027,2471.9142551534965
FDB21,OUT049,4489.86674475555
FDE28,OUT017,3444.8267652872355
FDQ55,OUT017,2095.2559709095244
FDA48,OUT049,3824.7708736146687
FDZ19,OUT045,2432.074455970886
NCC43,OUT045,3191.336213568113
NCV18,OUT046,1524.89954861449
NCA42,OUT018,2635.2779569574313
FDY45,OUT046,2478.2084579249176
NCC30,OUT045,2829.3611137891726
FDM57,OUT013,1166.2551406383068
FDL09,OUT010,162.44733347485135
FDB09,OUT027,3402.209531097155
FDT44,OUT035,1813.2038286934492
NCT06,OUT027,4261.981944561057
FDX26,OUT049,3318.580902220663
FDK32,OUT013,2513.6927861211343
DRA12,OUT046,2187.1034324390635
FDO46,OUT010,419.950231833104
FDE52,OUT013,1184.7883403691574
NCH42,OUT045,3976.115412246818
FDV08,OUT035,732.8061596194445
FDB47,OUT018,2671.886354623409
FDC28,OUT010,205.6716048118103
FDD22,OUT046,1825.6468689662754
FDS07,OUT027,3294.7702858389757
DRI13,OUT045,3898.2047501069155
FDG32,OUT018,3415.6614549660217
FDU14,OUT017,4038.85364052146
FDD28,OUT019,85.88795745260359
NCP41,OUT017,1874.0803520889028
FDS08,OUT049,2377.4405996141522
FDX47,OUT045,2180.5234977002337
FDC53,OUT019,118.59073732736624
FDQ19,OUT035,3656.6443766408056
FDL14,OUT045,2299.0979807998237
FDM33,OUT019,608.9876319452233
FDA51,OUT045,1898.1671458663286
FDZ27,OUT018,571.1200207152428
FDT04,OUT046,598.9142701257365
DRC13,OUT049,1835.8362622203135
FDR16,OUT027,5109.008325412991
FDQ03,OUT027,5935.340489213734
FDE38,OUT035,2773.4680800939777
DRH23,OUT027,1745.49784530494
FDT11,OUT019,735.5781540115661
FDD09,OUT035,3028.098497155758
FDR40,OUT045,1351.8129181181955
FDX07,OUT017,3527.5594744081322
FDR07,OUT035,1266.6433431641867
FDA51,OUT017,2033.385366601565
FDT59,OUT019,1519.798510863523
FDF20,OUT017,3286.8066130962743
FDR13,OUT045,1690.3069094514465
FDY26,OUT049,4337.556652526602
FDW04,OUT017,2011.0398976108556
FDK52,OUT017,4428.1981344055785
FDN60,OUT049,2800.8153289830066
FDM09,OUT019,47.629985287102045
FDP46,OUT049,1414.645066696225
FDB50,OUT019,278.4659516558718
NCQ29,OUT049,3703.198236223291
FDP16,OUT027,6511.576265445205
FDX33,OUT018,2191.0794409460946
FDP07,OUT010,602.8535614177629
FDN22,OUT046,3606.7269372654328
FDF39,OUT049,4283.923241597335
FDS21,OUT017,1051.4196996039113
NCM42,OUT013,1572.2751680933227
FDK50,OUT019,501.046884438485
DRF13,OUT027,4082.64316786119
FDH35,OUT018,2200.83075697407
FDP60,OUT018,1227.5888026843731
DRJ49,OUT027,3410.6344688106897
NCT42,OUT019,391.67239217939687
FDE38,OUT049,2818.700755221701
FDI04,OUT049,3321.753262233685
NCH54,OUT045,2652.4500519192584
FDT56,OUT049,857.8589107580754
DRD15,OUT018,2732.7466979414576
FDV58,OUT013,2369.153962148801
FDP21,OUT049,3251.2634038253323
FDH05,OUT013,3651.368502533895
FDR10,OUT027,4449.97492205352
NCP06,OUT045,2182.515726805193
FDF33,OUT049,1892.4355825345406
DRK37,OUT013,3166.153000343494
DRH49,OUT045,1376.583320655556
FDT58,OUT013,2552.885042955035
FDD41,OUT018,1484.33646454595
FDP40,OUT018,1527.810441731986
FDM51,OUT027,2658.943898199122
FDO45,OUT010,326.3221914109449
FDW33,OUT010,212.23471348024964
FDY24,OUT045,987.6294469203044
FDB10,OUT010,0.0
FDM40,OUT035,2182.7122865125834
NCI06,OUT017,3075.5937399891445
FDW12,OUT019,502.7054121406554
FDX48,OUT027,4161.380613016372
NCW05,OUT027,2964.037668572765
FDX27,OUT017,1374.0868981750841
DRM37,OUT045,4059.9815383147566
FDA38,OUT045,3386.662306519318
FDR36,OUT046,802.9044309018932
FDZ45,OUT046,3355.7607880633195
FDG05,OUT017,2451.543424180306
FDK28,OUT013,4222.361189702877
FDV47,OUT045,1181.3035534480846
FDN21,OUT045,2209.0833556521407
FDP20,OUT027,3323.0996948349225
FDI35,OUT045,3609.6254035317997
DRY23,OUT013,635.9087107519288
FDA56,OUT017,2095.4886326923674
FDB09,OUT013,1896.2813851541769
NCO26,OUT027,3064.40955074219
FDQ49,OUT018,1944.3763919685668
FDI52,OUT027,3187.857365130059
FDZ44,OUT027,3020.955204556988
FDZ09,OUT018,2696.888592640372
FDY03,OUT049,2030.420595278341
NCG42,OUT017,2281.8662546547803
DRI13,OUT027,6706.8807399405205
FDQ32,OUT013,2065.0890892399116
FDW16,OUT035,1572.3945380644207
FDU27,OUT046,743.149869225537
FDR28,OUT010,283.0101431815506
FDQ49,OUT010,235.47055748923913
FDS37,OUT046,1862.5444470935406
FDW26,OUT018,2583.6444575180153
FDX12,OUT018,3445.370908429187
NCP06,OUT013,2287.605039561865
FDW45,OUT010,411.09005854544944
NCN30,OUT049,1611.9264021068639
FDN24,OUT049,859.4792734788621
NCL41,OUT027,1028.2072052323838
FDR02,OUT019,173.02941745188264
FDD09,OUT010,741.3779367484644
FDS33,OUT010,260.34220179276986
FDU22,OUT045,2000.2417312543432
FDI53,OUT013,2317.7954671876573
DRH01,OUT049,2910.7481205287795
FDX32,OUT013,2326.2324133334846
NCP30,OUT018,507.382743826955
FDB60,OUT045,2875.875331150283
FDB14,OUT049,1536.019661379475
NCP02,OUT035,1070.1980368088873
FDJ10,OUT017,2058.5396010623394
FDG34,OUT046,1958.94564827287
NCB18,OUT017,1470.337353187615
FDM16,OUT049,1115.2500470926766
FDW25,OUT018,1266.0245026023736
FDB35,OUT010,279.73020956038
DRN11,OUT013,2373.1201970526213
FDF41,OUT019,875.4272009586825
FDH16,OUT045,1114.9555614751241
NCQ50,OUT018,3371.219868793374
DRH23,OUT018,648.7482017917027
DRJ37,OUT013,2279.1605140519423
DRJ24,OUT027,4542.361477447153
FDY16,OUT035,3084.1762807350556
FDQ27,OUT045,2108.244287529443
FDZ33,OUT045,2174.235116536351
FDF29,OUT045,2070.110500618591
FDA08,OUT049,2662.618645128406
FDG31,OUT046,955.1592072373039
FDE34,OUT019,260.16762253983734
NCR30,OUT027,2029.9745805531225
FDV33,OUT035,3919.8449995392607
DRZ24,OUT018,1851.6118207810628
NCL54,OUT035,2884.8575578757723
FDR12,OUT049,2831.686007001516
NCC54,OUT046,4315.3315036354215
DRN59,OUT013,732.113550755322
FDX50,OUT019,145.4259421812551
FDV31,OUT027,5330.545018664954
NCA29,OUT027,4858.774730247845
FDW60,OUT049,2813.721977288009
FDX08,OUT017,3312.7513938682932
DRD49,OUT013,3635.6704655959456
FDD33,OUT046,3413.9758408682947
FDW35,OUT013,647.5325950404053
FDJ36,OUT017,1764.7672381098596
FDV51,OUT035,2944.0512430637636
FDW36,OUT046,1566.7307932609388
FDH35,OUT046,2393.998927106997
NCS30,OUT027,3083.837940310175
FDN49,OUT017,668.7378760873498
FDL08,OUT018,2676.655621562345
FDI09,OUT013,3353.3950846315647
FDP19,OUT018,1766.6223818661076
FDU21,OUT010,0.0
NCP41,OUT045,1483.77921991
FDY10,OUT013,1980.441178226922
FDP12,OUT018,402.1163094180731
NCN26,OUT049,2039.9696272995527
FDK44,OUT013,2675.1767108517256
FDC28,OUT049,1600.0713947928305
FDJ41,OUT027,6944.981469015751
NCT29,OUT035,2126.479053256868
NCH42,OUT019,524.8209904236658
FDU60,OUT018,2499.6554517523423
FDS02,OUT045,3119.8293385853904
FDC51,OUT046,1977.565326015817
FDU03,OUT013,3203.9367511855294
FDX39,OUT045,3563.044618375159
NCY05,OUT010,46.63493970171385
NCL06,OUT027,6001.062509728899
FDD32,OUT035,1571.757583013603
NCN41,OUT045,1870.4527205484765
NCX53,OUT049,2562.70477989188
FDU57,OUT019,315.9236819269895
FDQ23,OUT046,1958.1998228527434
FDQ52,OUT045,4916.6337378926755
FDC14,OUT045,644.9636529053296
FDY09,OUT035,3515.327516713527
FDQ28,OUT045,2536.3164834402764
FDV25,OUT046,4912.877737289345
FDJ07,OUT035,1819.4689452023372
DRB25,OUT049,1633.0467748737751
FDK52,OUT019,612.4749357886928
FDY52,OUT027,1602.065286938916
FDB28,OUT046,3042.677040353046
FDT36,OUT035,651.3937272987205
FDV25,OUT017,3999.248382301701
NCN07,OUT027,3309.2864863399736
FDC57,OUT017,3298.9025717296086
FDQ03,OUT018,3384.685135097276
FDU23,OUT017,2885.4078896106266
NCX41,OUT035,4001.368217287726
NCD06,OUT035,872.5578226345137
FDW08,OUT045,1658.5570298995044
NCU29,OUT017,2694.7394202249275
NCE06,OUT013,2397.2251058816114
FDV52,OUT010,495.15842824659126
FDB02,OUT017,3063.6355023435417
NCR18,OUT045,597.7237953634535
FDK16,OUT049,1490.7384446300666
NCQ29,OUT010,838.8460307166895
FDZ01,OUT019,227.56481473904205
FDW27,OUT035,2139.876702873765
FDD17,OUT018,3380.5947942751845
FDW39,OUT013,2869.066111181377
DRH59,OUT045,1021.2671009821438
FDS52,OUT013,1542.0516510479997
FDU40,OUT027,6804.532379586351
NCF54,OUT013,2783.179819355362
FDH46,OUT045,1285.2562094259465
NCP14,OUT049,1923.4671376818453
FDH50,OUT049,3620.9541678644323
DRF15,OUT010,305.5091564243842
FDV27,OUT027,2326.2491590962577
NCJ06,OUT049,2231.7677317998387
FDN02,OUT018,3090.4943097466503
FDQ51,OUT049,622.8529262112638
FDQ07,OUT017,4276.535607923503
FDS45,OUT049,1948.740836521602
NCJ06,OUT045,1965.3764181418912
FDD36,OUT035,2126.2683356643333
FDY25,OUT045,3396.7463666514227
FDU52,OUT046,2329.250730644482
DRK47,OUT017,3482.677517925612
NCL30,OUT017,1974.536336708975
FDN22,OUT035,3867.437372962647
NCF30,OUT027,3298.8629168730367
FDK03,OUT035,4942.656595609866
FDT45,OUT017,807.0861514386709
NCC54,OUT027,6038.722142951967
FDP08,OUT018,3281.4861489034847
FDU44,OUT046,2553.455250045625
DRG39,OUT035,842.024949781201
